ChangeIndicator,ProductTitle,ProductId,SkuId,SkuTitle,Publisher,SkuDescription,UnitOfMeasure,TermDuration,BillingPlan,Market,Currency,UnitPrice,PricingTierRangeMin,PricingTierRangeMax,EffectiveStartDate,EffectiveEndDate,Tags,ERP Price,Segment,PreviousValues
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,006V,Dynamics 365 e-Commerce Tier 1 Band 1 Overage (Education Faculty Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,231,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,330,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,50,Dynamics 365 e-Commerce Tier 3 Band 5 (Education Faculty Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,14322,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,20460,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,78,Dynamics 365 e-Commerce Tier 3 Band 2 (Non-Profit Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Annual,US,USD,100440,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,111600,Charity,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,006J,Dynamics 365 e-Commerce Tier 1 Band 5 Overage (Education Student Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Annual,US,USD,1680,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,2400,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0LH2Z,2,Dynamics 365 Commerce,Microsoft Corporation,"User subscription that includes Dynamics 365 Commerce, Enterprise Edition",,P1Y,Annual,US,USD,1764,,,2024-10-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,2520,Commercial,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0LH2Z,000M,Dynamics 365 Commerce Attach to Qualifying Dynamics 365 Base Offer (Education Student Pricing),Microsoft Corporation,Attach user subscription offering for Dynamics 365 Commerce. Requires qualifying Dynamics 365 base offer.,,P1Y,Monthly,US,USD,105.84,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,151.2,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,84,Dynamics 365 e-Commerce Tier 1 Band 4 (Non-Profit Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,1296,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,1440,Charity,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,51,Dynamics 365 e-Commerce Tier 3 Band 5 (Education Student Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,10416,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,14880,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,007M,Dynamics 365 e-Commerce Tier 2 Band 6 (Education Student Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,4872,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,6960,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,64,Dynamics 365 e-Commerce Tier 2 Band 3 Overage (Education Student Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Annual,US,USD,1680,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,2400,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,005V,Dynamics 365 e-Commerce Tier 2 Band 6 Overage (Non-Profit Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Monthly,US,USD,1701,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,1890,Charity,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,54,Dynamics 365 e-Commerce Tier 3 Band 6 (Non-Profit Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Monthly,US,USD,105462,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,117180,Charity,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,007J,Dynamics 365 e-Commerce Tier 1 Band 5 (Education Student Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,1344,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,1920,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,007M,Dynamics 365 e-Commerce Tier 2 Band 6 (Education Student Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Annual,US,USD,48720,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,69600,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,75,Dynamics 365 e-Commerce Tier 3 Band 2 (Education Faculty Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Monthly,US,USD,150381,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,214830,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,007B,Dynamics 365 e-Commerce Tier 3 Band 1 (Education Faculty Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,14322,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,20460,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,006Q,Dynamics 365 e-Commerce Tier 1 Band 3 Overage (Education Student Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,168,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,240,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,78,Dynamics 365 e-Commerce Tier 3 Band 2 (Non-Profit Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,10044,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,11160,Charity,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,004Z,Dynamics 365 e-Commerce Tier 3 Band 5 (Non-Profit Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Monthly,US,USD,105462,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,117180,Charity,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0LH2Z,1,Dynamics 365 Commerce Attach to Qualifying Dynamics 365 Base Offer,Microsoft Corporation,Attach user subscription offering for Dynamics 365 Commerce. Requires qualifying Dynamics 365 base offer.,,P1M,Monthly,US,USD,25.2,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,36,Commercial,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,007Q,Dynamics 365 e-Commerce Tier 2 Band 4 (Education Faculty Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,6699,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,9570,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,006K,Dynamics 365 e-Commerce Tier 1 Band 5 Overage (Education Faculty Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Annual,US,USD,2310,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,3300,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,65,Dynamics 365 e-Commerce Tier 2 Band 3 Overage (Education Faculty Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Monthly,US,USD,2425.56,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,3465,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,007X,Dynamics 365 e-Commerce Tier 2 Band 3 (Non-Profit Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,4698,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,5220,Charity,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,004W,Dynamics 365 e-Commerce Tier 1 Band 3 (Education Faculty Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,1848,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,2640,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,007N,Dynamics 365 e-Commerce Tier 2 Band 3 (Education Faculty Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Annual,US,USD,66990,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,95700,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,11,Dynamics 365 e-Commerce Tier 1 Band 6,Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,3360,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,4800,Commercial,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,14,Dynamics 365 e-Commerce Tier 1 Band 4 Overage,Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Monthly,US,USD,4410,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,6300,Commercial,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,007K,Dynamics 365 e-Commerce Tier 2 Band 4 (Education Student Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,4872,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,6960,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0LH2Z,000R,Dynamics 365 Commerce (Education Faculty Pricing),Microsoft Corporation,"User subscription that includes Dynamics 365 Commerce, Enterprise Edition",,P1Y,Annual,US,USD,970.2,,,2024-10-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,1386,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,000Z,Dynamics 365 e-Commerce Tier 2 Band 1,Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,12180,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,17400,Commercial,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,007W,Dynamics 365 e-Commerce Tier 2 Band 6 (Non-Profit Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Annual,US,USD,46980,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,52200,Charity,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,006N,Dynamics 365 e-Commerce Tier 1 Band 4 Overage (Education Faculty Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Monthly,US,USD,2425.56,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,3465,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,005J,Dynamics 365 e-Commerce Tier 3 Band 3 Overage (Education Faculty Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Monthly,US,USD,2425.56,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,3465,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,70,Dynamics 365 e-Commerce Tier 1 Band 2 Overage (Non-Profit Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Annual,US,USD,1620,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,1800,Charity,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,000J,Dynamics 365 e-Commerce Tier 3 Band 1 Overage,Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Annual,US,USD,4200,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,6000,Commercial,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,16,Dynamics 365 e-Commerce Tier 1 Band 2 Overage,Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Monthly,US,USD,4410,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,6300,Commercial,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,000S,Dynamics 365 e-Commerce Tier 2 Band 3 Overage,Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,420,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,600,Commercial,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,007Z,Dynamics 365 e-Commerce Tier 1 Band 6 (Non-Profit Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,1296,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,1440,Charity,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,72,Dynamics 365 e-Commerce Tier 3 Band 2 (Education Student Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,10416,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,14880,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,005R,Dynamics 365 e-Commerce Tier 3 Band 1 Overage (Non-Profit Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,162,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,180,Charity,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,75,Dynamics 365 e-Commerce Tier 3 Band 2 (Education Faculty Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Annual,US,USD,143220,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,204600,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,63,Dynamics 365 e-Commerce Tier 2 Band 4 Overage (Non-Profit Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,162,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,180,Charity,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,58,Dynamics 365 e-Commerce Tier 3 Band 6 Overage (Education Faculty Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,231,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,330,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,6,Dynamics 365 e-Commerce Tier 3 Band 5,Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Annual,US,USD,260400,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,372000,Commercial,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,007L,Dynamics 365 e-Commerce Tier 1 Band 6 (Education Student Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Monthly,US,USD,14112,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,20160,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,66,Dynamics 365 e-Commerce Tier 2 Band 3 Overage (Non-Profit Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,162,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,180,Charity,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,005V,Dynamics 365 e-Commerce Tier 2 Band 6 Overage (Non-Profit Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Annual,US,USD,1620,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,1800,Charity,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,000C,Dynamics 365 e-Commerce Tier 1 Band 4,Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Annual,US,USD,33600,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,48000,Commercial,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,10,Dynamics 365 e-Commerce Tier 1 Band 6 Overage,Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,420,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,600,Commercial,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,14,Dynamics 365 e-Commerce Tier 1 Band 4 Overage,Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Annual,US,USD,4200,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,6000,Commercial,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,66,Dynamics 365 e-Commerce Tier 2 Band 3 Overage (Non-Profit Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Annual,US,USD,1620,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,1800,Charity,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,85,Dynamics 365 e-Commerce Tier 2 Band 1 (Non-Profit Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Monthly,US,USD,49329,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,54810,Charity,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,006C,Dynamics 365 e-Commerce Tier 2 Band 1 Overage (Education Faculty Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Annual,US,USD,2310,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,3300,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0LH2Z,000L,Dynamics 365 Commerce Attach to Qualifying Dynamics 365 Base Offer (Education Faculty Pricing),Microsoft Corporation,Attach user subscription offering for Dynamics 365 Commerce. Requires qualifying Dynamics 365 base offer.,,P1M,Monthly,US,USD,13.86,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,19.8,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,71,Dynamics 365 e-Commerce Tier 1 Band 3 (Non-Profit Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Monthly,US,USD,13608,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,15120,Charity,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,005B,Dynamics 365 e-Commerce Tier 3 Band 4 (Education Faculty Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Monthly,US,USD,150381,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,214830,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,5,Dynamics 365 e-Commerce Tier 3 Band 4,Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,26040,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,37200,Commercial,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,006N,Dynamics 365 e-Commerce Tier 1 Band 4 Overage (Education Faculty Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,231,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,330,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,005H,Dynamics 365 e-Commerce Tier 1 Band 3 (Education Student Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Monthly,US,USD,14112,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,20160,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,67,Dynamics 365 e-Commerce Tier 2 Band 2 Overage (Education Student Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Annual,US,USD,1680,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,2400,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0LH2Z,2,Dynamics 365 Commerce,Microsoft Corporation,"User subscription that includes Dynamics 365 Commerce, Enterprise Edition",,P3Y,Monthly,US,USD,5556.6,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,7938,Commercial,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,005D,Dynamics 365 e-Commerce Tier 3 Band 4 Overage (Non-Profit Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Monthly,US,USD,1701,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,1890,Charity,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,007G,Dynamics 365 e-Commerce Tier 2 Band 5 (Education Student Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Monthly,US,USD,51156,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,73080,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,70,Dynamics 365 e-Commerce Tier 1 Band 2 Overage (Non-Profit Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,162,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,180,Charity,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,007S,Dynamics 365 e-Commerce Tier 2 Band 4 (Non-Profit Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,4698,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,5220,Charity,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0LH2Z,000K,Dynamics 365 Commerce Attach to Qualifying Dynamics 365 Base Offer (Non-Profit Pricing),Microsoft Corporation,Attach user subscription offering for Dynamics 365 Commerce. Requires qualifying Dynamics 365 base offer.,,P1Y,Annual,US,USD,162,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,180,Charity,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,006T,Dynamics 365 e-Commerce Tier 1 Band 1 Overage (Education Student Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Annual,US,USD,1680,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,2400,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,005G,Dynamics 365 e-Commerce Tier 3 Band 4 Overage (Education Faculty Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,231,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,330,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,006Z,Dynamics 365 e-Commerce Tier 1 Band 2 Overage (Education Faculty Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Monthly,US,USD,2425.56,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,3465,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,007L,Dynamics 365 e-Commerce Tier 1 Band 6 (Education Student Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,1344,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,1920,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,005M,Dynamics 365 e-Commerce Tier 3 Band 2 Overage (Education Student Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,168,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,240,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,006S,Dynamics 365 e-Commerce Tier 1 Band 3 Overage (Non-Profit Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Annual,US,USD,1620,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,1800,Charity,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,006Q,Dynamics 365 e-Commerce Tier 1 Band 3 Overage (Education Student Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Annual,US,USD,1680,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,2400,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,84,Dynamics 365 e-Commerce Tier 1 Band 4 (Non-Profit Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Monthly,US,USD,13608,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,15120,Charity,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,000S,Dynamics 365 e-Commerce Tier 2 Band 3 Overage,Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Annual,US,USD,4200,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,6000,Commercial,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,69,Dynamics 365 e-Commerce Tier 2 Band 2 Overage (Non-Profit Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1M,Monthly,US,USD,162,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,180,Charity,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,74,Dynamics 365 e-Commerce Tier 3 Band 3 (Non-Profit Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Monthly,US,USD,105462,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,117180,Charity,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,005Q,Dynamics 365 e-Commerce Tier 3 Band 1 Overage (Education Student Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Monthly,US,USD,1764,,,2025-04-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,2520,Education,
Unchanged,Dynamics 365 Commerce,CFQ7TTC0HM0T,006N,Dynamics 365 e-Commerce Tier 1 Band 4 Overage (Education Faculty Pricing),Microsoft Corporation,e-Commerce add on for Dynamics 365 Commerce,,P1Y,Annual,US,USD,2310,,,2024-05-01T00:00:00.0000000Z,9999-11-30T23:59:59.0000000Z,License,3300,Education,
